categoty,link,top_category
"
Солнцезащитные очки
",https://rozetka.com.ua/solntsezashchitnie-ochki/c4629992/,"Одежда, обувь и украшения"
"
Головные уборы
",https://rozetka.com.ua/golovnie-ubori/c4629998/,"Одежда, обувь и украшения"
"
Шарфы и платки
",https://rozetka.com.ua/sharfi-i-platki/c4630335/,"Одежда, обувь и украшения"
"
Ремни и пояса
",https://rozetka.com.ua/remni-i-poyasa/c4630328/,"Одежда, обувь и украшения"
"
Верхняя одежда
",https://rozetka.com.ua/outerwear/c1136470/,"Одежда, обувь и украшения"
"
Джинсовые куртки
",https://rozetka.com.ua/mugskie-dginsovie-kurtki/c4636063/,"Одежда, обувь и украшения"
"
Джинсы и брюки
",https://rozetka.com.ua/mugskie-bryuki/c4638039/,"Одежда, обувь и украшения"
"
Футболки
",https://rozetka.com.ua/mugskie-futbolki/c4637839/,"Одежда, обувь и украшения"
"
Джемперы
",https://rozetka.com.ua/mugskie-dgemperi/c4637991/,"Одежда, обувь и украшения"
"
Кофты, свитера и кардиганы
",https://rozetka.com.ua/mugskie-kofti-svitera-i-kardigani/c4637743/,"Одежда, обувь и украшения"
"
Толстовки
",https://rozetka.com.ua/mugskie-tolstovki/c4637967/,"Одежда, обувь и украшения"
"
Рубашки
",https://rozetka.com.ua/mugskie-rubashki/c4637823/,"Одежда, обувь и украшения"
"
Носки и следы
",https://rozetka.com.ua/noski-golfy-getry-sledy/c1136465/49420=109080%2C114400;50350=108930/,"Одежда, обувь и украшения"
"
Термобелье
","https://rozetka.com.ua/thermal_wear/c100209/22667=men,unisex/","Одежда, обувь и украшения"
"
Одежда для праздничных событий
",https://rozetka.com.ua/1162070/c1162070/stil-131538=naryadnyj/,"Одежда, обувь и украшения"
"
Одежда для фитнеса и спорта
","https://rozetka.com.ua/1162070/c1162070/naznachenie-131552=dlya-bega1008127,dlya-fitnesa1008057/","Одежда, обувь и украшения"
"
Нижнее белье
",https://rozetka.com.ua/nijnee-bele-dlya-mujchin/c2349087/,"Одежда, обувь и украшения"
"
Домашняя одежда
",https://rozetka.com.ua/pigami-i-domashnyaya-odegda/c4633577/,"Одежда, обувь и украшения"
"
Одежда для охоты и рыбалки
",https://rozetka.com.ua/1087699/c1087699/,"Одежда, обувь и украшения"
"
Брюки
",https://rozetka.com.ua/mugskie-bryuki4638047/c4638047/,"Одежда, обувь и украшения"
"
Домашние и банные халаты
",https://rozetka.com.ua/dressing_gowns/c175050/24522=14124%2C14125;24529=22820/,"Одежда, обувь и украшения"
"
Жилеты
",https://rozetka.com.ua/mugskie-gileti/c4635375/,"Одежда, обувь и украшения"
"
Кардиганы
",https://rozetka.com.ua/mugskie-kardigani/c4638015/,"Одежда, обувь и украшения"
"
Кожаные куртки
",https://rozetka.com.ua/mugskie-koganie-kurtki/c4635511/,"Одежда, обувь и украшения"
"
Комплекты
",https://rozetka.com.ua/1162070/c1162070/49520=191237/,"Одежда, обувь и украшения"
"
Костюмы
",https://rozetka.com.ua/mugskie-kostyumi/c4637919/,"Одежда, обувь и украшения"
"
Кофты
",https://rozetka.com.ua/mugskie-kofti/c4638007/,"Одежда, обувь и украшения"
"
Куртки
",https://rozetka.com.ua/mugskie-kurtki/c4635743/,"Одежда, обувь и украшения"
"
Майки
",https://rozetka.com.ua/mugskie-mayki/c4637847/,"Одежда, обувь и украшения"
"
Пальто
",https://rozetka.com.ua/mugskie-palto/c4635327/,"Одежда, обувь и украшения"
"
Пиджаки
",https://rozetka.com.ua/mugskie-pidgaki/c4637943/,"Одежда, обувь и украшения"
"
Плащи
",https://rozetka.com.ua/mugskie-plashchi/c4635343/,"Одежда, обувь и украшения"
"
Пуховики
",https://rozetka.com.ua/mugsike-puhoviki/c4635351/,"Одежда, обувь и украшения"
"
Свитера
",https://rozetka.com.ua/mugskie-svitera/c4637999/,"Одежда, обувь и украшения"
"
Спортивные костюмы
",https://rozetka.com.ua/mugskie-sportivnie-kostyumi/c4637871/,"Одежда, обувь и украшения"
"
Спортивные брюки
",https://rozetka.com.ua/mugskie-sportivnie-shtani/c4637863/,"Одежда, обувь и украшения"
"
Вышиванки
",https://rozetka.com.ua/mugskie-vishivanki/c4637807/,"Одежда, обувь и украшения"
"
Ветровки
",https://rozetka.com.ua/mugsike-vetrovki/c4635303/,"Одежда, обувь и украшения"
"
Зимние куртки
",https://rozetka.com.ua/mugskie-zimnie-kurtki/c4635311/,"Одежда, обувь и украшения"
"
Пляжные шорты и плавки
",https://rozetka.com.ua/plyajnye-shorty-i-plavki/c3040770/,"Одежда, обувь и украшения"
"
Мужские трусы
",https://rozetka.com.ua/men_underwear/c2349092/,"Одежда, обувь и украшения"
"
Лонгсливы
",https://rozetka.com.ua/mugskie-longslivi/c4637855/,"Одежда, обувь и украшения"
"
Наборы белья
",https://rozetka.com.ua/mayki-futbolki/c2349097/58442=futbolka-trusi/,"Одежда, обувь и украшения"
"
Шорты
",https://rozetka.com.ua/muzhskie-shorty-638199/c4638199/,"Одежда, обувь и украшения"
"
Пляжная одежда
",https://rozetka.com.ua/kupalniki-i-pliazhnaya-odezhda/c3496597/#dlia-mujchin,"Одежда, обувь и украшения"
"
Джинсы
",https://rozetka.com.ua/mugskie-dginsi/c4637799/,"Одежда, обувь и украшения"
"
Ботинки
",https://rozetka.com.ua/mugskie-botinki/c4634953/,"Одежда, обувь и украшения"
"
Спортивная обувь
",https://rozetka.com.ua/mugskaya-sportivnaya-obuv/c4634801/,"Одежда, обувь и украшения"
"
Туфли
",https://rozetka.com.ua/mugskie-tufli/c4634833/,"Одежда, обувь и украшения"
"
Комнатные тапочки
",https://rozetka.com.ua/mugsike-komnatnie-tapochki/c4634857/,"Одежда, обувь и украшения"
"
Сандалии
",https://rozetka.com.ua/mugskie-sandalii/c4634825/,"Одежда, обувь и украшения"
"
Кроссовки
",https://rozetka.com.ua/mugskie-krossovki/c4634865/,"Одежда, обувь и украшения"
"
Кеды
",https://rozetka.com.ua/mugskie-kedi/c4634921/,"Одежда, обувь и украшения"
"
Слипоны
",https://rozetka.com.ua/mugskie-sliponi/c4634905/,"Одежда, обувь и украшения"
"
Вьетнамки, сланцы
",https://rozetka.com.ua/mugskie-vetnamki-slantsi/c4634881/,"Одежда, обувь и украшения"
"
Мокасины
",https://rozetka.com.ua/mugskie-mokasini/c4634969/,"Одежда, обувь и украшения"
"
Резиновые сапоги
",https://rozetka.com.ua/novaya-kategoriya4633897/c4633897/,"Одежда, обувь и украшения"
"
Сабо
",https://rozetka.com.ua/mugskie-sabo/c4634873/,"Одежда, обувь и украшения"
"
Сапоги
",https://rozetka.com.ua/mugskie-sapogi/c4634961/,"Одежда, обувь и украшения"
"
Топсайдеры
",https://rozetka.com.ua/mugskie-topsayderi/c4634977/,"Одежда, обувь и украшения"
"
Угги
",https://rozetka.com.ua/mugsike-uggi/c4635025/,"Одежда, обувь и украшения"
"
Шлепанцы
",https://rozetka.com.ua/mugskie-shlepantsi/c4634889/,"Одежда, обувь и украшения"
"
Эспадрильи
",https://rozetka.com.ua/mugskie-espadrili/c4634913/,"Одежда, обувь и украшения"
"
Средства по уходу за обувью
",https://rozetka.com.ua/shoes_care/c1136315/,"Одежда, обувь и украшения"
"
Аксессуары для обуви
",https://rozetka.com.ua/shoes_accesories/c1138360/,"Одежда, обувь и украшения"
"
Пормоне и борсетки
",https://rozetka.com.ua/portmone-i-borsetki/c4630363/,"Одежда, обувь и украшения"
"
Обложки для документов
",https://rozetka.com.ua/oblozhki-dlia-dokumentov/c4627729/,"Одежда, обувь и украшения"
"
Солнцезащитные очки
",https://rozetka.com.ua/solntsezashchitnie-ochki/c4629992/,"Одежда, обувь и украшения"
"
Головные уборы
",https://rozetka.com.ua/golovnie-ubori/c4629998/,"Одежда, обувь и украшения"
"
Шарфы и платки
",https://rozetka.com.ua/sharfi-i-platki/c4630335/,"Одежда, обувь и украшения"
"
Ремни и пояса
",https://rozetka.com.ua/remni-i-poyasa/c4630328/,"Одежда, обувь и украшения"
"
Галстуки и бабочки
",https://rozetka.com.ua/galstuki-i-babochki/c4630232/,"Одежда, обувь и украшения"
"
Одежда для малышей 0-3 лет
",https://rozetka.com.ua/baby_clothing/c1230990/,"Одежда, обувь и украшения"
"
Одежда для мальчиков 3-16 лет
",https://rozetka.com.ua/boys_clothing/c1290392/,"Одежда, обувь и украшения"
"
Брюки
",https://rozetka.com.ua/bryuki-dlya-malchikov/c4636215/,"Одежда, обувь и украшения"
"
Гольфы
",https://rozetka.com.ua/golfy-dlya-malchikov/c4636535/,"Одежда, обувь и украшения"
"
Джемперы
",https://rozetka.com.ua/dgemperi-dlya-malchikov/c4636223/,"Одежда, обувь и украшения"
"
Джинсы
",https://rozetka.com.ua/dginsi-dlya-malchikov/c4636231/,"Одежда, обувь и украшения"
"
Жилеты
",https://rozetka.com.ua/gileti-dlya-malchikov/c4636263/,"Одежда, обувь и украшения"
"
Кардиганы
",https://rozetka.com.ua/kardigani-dlya-malchikov/c4636271/,"Одежда, обувь и украшения"
"
Комбинезоны
",https://rozetka.com.ua/kombinezoni-dlya-malchikov/c4636279/,"Одежда, обувь и украшения"
"
Костюмы
",https://rozetka.com.ua/kostyumi-dlya-malchikov/c4636295/,"Одежда, обувь и украшения"
"
Кофты
",https://rozetka.com.ua/kofti-dlya-malchikov/c4636247/,"Одежда, обувь и украшения"
"
Куртки
",https://rozetka.com.ua/kurtki-dlya-malchikov/c4636303/,"Одежда, обувь и украшения"
"
Майки
",https://rozetka.com.ua/mayki-dlya-malchikov/c4636471/,"Одежда, обувь и украшения"
"
Нижнее белье
",https://rozetka.com.ua/kids-underwear/c4625174/kategoria-78848=374838/,"Одежда, обувь и украшения"
