,y,x
538,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
5340,ham,Are u awake? Is there snow there?
330,ham,K.k:)apo k.good movie.
1375,ham,We're finally ready fyi
654,ham,Did u got that persons story
182,ham,ok. I am a gentleman and will treat you with dignity and respect.
1455,spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
1800,ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
3481,spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
5442,ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
4719,ham,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..
2943,spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
2214,ham,Ok then i'll let him noe later n ask him call u tmr...
4918,ham,Re your call; You didn't see my facebook huh?
3685,ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
1770,ham,Dont show yourself. How far. Put new pictures up on facebook.
2755,ham,We r outside already.
5497,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
5226,ham,Prabha..i'm soryda..realy..frm heart i'm sory
303,ham,He is a womdarfull actor
5214,spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
496,ham,Nope... Think i will go for it on monday... Sorry i replied so late
5542,ham,Armand says get your ass over to epsilon
1742,ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\"""""
5008,ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
4244,ham,Is toshiba portege m100 gd?
3251,ham,Come to medical college at 7pm ......forward it da
5400,ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...
3207,ham,Oops my phone died and I didn't even know. Yeah I like it better.
3030,ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
4323,ham,I am not having her number sir
702,ham,What is important is that you prevent dehydration by giving her enough fluids
572,ham,Can you open the door?
2324,ham,Ok lor.
5106,ham,Ding me on ya break fassyole! Blacko from londn
3346,ham,No problem baby. Is this is a good time to talk? I called and left a message.
4823,ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
933,ham,What time you think you'll have it? Need to know when I should be near campus
3005,ham,Also hi wesley how've you been
2279,ham,"Sorry, I'll call later in meeting"
4491,ham,Probably a couple hours tops
1386,ham,All e best 4 ur exam later.
3686,ham,Great! I shoot big loads so get ready!
5435,ham,I'm wif him now buying tix lar...
4914,ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
2164,ham,"Nothing really, just making sure everybody's up to speed"
1762,ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
1316,ham,Why nothing. Ok anyway give me treat
3342,ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
2112,spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
1027,ham,Are you not around or just still asleep? :V
3289,ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
5459,ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
3927,ham,Babe ? I lost you ... Will you try rebooting ?
3753,spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
3722,ham,We left already we at orchard now.
4291,ham,G.W.R
1282,ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"""
250,ham,Ranjith cal drpd Deeraj and deepak 5min hold
4075,spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
5288,ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
254,ham,"I'm back, lemme know when you're ready"
2336,ham,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\"""""
3382,ham,K... Must book a not huh? so going for yoga basic on sunday?
1889,ham,I gotta collect da car at 6 lei.
348,spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
2623,ham,I'm coming home 4 dinner.
2263,spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
1611,ham,645
5254,ham,I didnt get anything da
2510,ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...
739,ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
3117,ham,R u saying i should re order the slippers cos i had to pay for returning it.
2083,ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed..."
2582,spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each"
4565,ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
2050,ham,Hi where you. You in home or calicut?
928,ham,Oh all have to come ah?
281,ham,\Wen u miss someone
2541,ham,I dont. Can you send it to me. Plus how's mode.
2087,ham,\alright babe
21,ham,IÛ÷m going to try for 2 months ha ha only joking
371,ham,I will spoil you in bed as well :)
3982,ham,Nationwide auto centre (or something like that) on Newport road. I liked them there
4787,ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
2378,ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
4338,ham,Just got outta class gonna go gym.
4923,ham,We can go 4 e normal pilates after our intro...  
499,ham,Dear i have reache room
1794,ham,How much i gave to you. Morning.
3647,ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
3892,ham,Have you heard from this week?
3402,ham,Good night my dear.. Sleepwell&amp;Take care
2620,ham,How come?
5539,ham,Just sleeping..and surfing
3476,ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
5356,ham,Tell me something. Thats okay.
2753,ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
4655,ham,"K, I'll work something out"
4329,ham,i thought we were doing a king of the hill thing there.
2749,ham,You said not now. No problem. When you can. Let me know.
5472,ham,Well obviously not because all the people in my cool college life went home ;_;
2129,ham,Mine here like all fr china then so noisy.
1160,ham,You sure your neighbors didnt pick it up
4945,ham,I'm already back home so no probably not
2195,ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance"""
5118,ham,Are you driving or training?
96,ham,Watching telugu movie..wat abt u?
2870,ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
2593,ham,Tmr timin still da same wat cos i got lesson until 6...
5161,ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
4369,spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
1048,ham,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?
1289,ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
4131,ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
1384,ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
956,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
476,ham,Love you aathi..love u lot..
1017,ham,Shall i send that exe to your mail id.
320,ham,"Merry Christmas to you too babe, i love ya *kisses*"
2320,ham,This pain couldn't have come at a worse time.
4726,spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
4601,ham,\Hey j! r u feeling any better
4006,ham,I'm reaching home in 5 min.
3106,ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
1264,ham,I will see in half an hour
4282,ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
1685,ham,Cramps stopped. Going back to sleep
3380,spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
1575,ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
3038,ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
2567,ham,I dont want to hear anything
3131,ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
3163,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
4999,ham,Well its not like you actually called someone a punto. That woulda been worse.
5202,ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
5125,ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
2309,ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
5247,ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
4010,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
626,ham,How many licks does it take to get to the center of a tootsie pop?
1431,ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\"""""
3546,spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
794,ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
5454,ham,Im just wondering what your doing right now?
1724,ham,There bold 2  &lt;#&gt; . Is that yours
2818,ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
3095,ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
189,ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
3312,ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
4132,spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
1429,spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!
4520,ham,Hi good mornin.. Thanku wish u d same..
